매장수,년도,가맹점,직영점,계,년도,가맹점,직영점,계,년도,가맹점,직영점,계
새마을식당,2013,195,1,196,2012,176,1,177,2011,169,1,170
홍콩반점0410,2013,98,2,100,2012,87,2,89,2011,78,2,80
한신포차,2013,63,0,63,2012,41,0,41,2011,26,0,26
본가,2014,0,3,3,2013,,,,2012,,,
백종원의원조쌈밥,2013,28,0,28,2012,24,0,24,2011,19,0,19
미정국수0410,2013,15,1,16,2012,13,1,14,2011,10,2,12
역전우동0410,2013,8,3,11,2012,2,2,4,2011,0,1,1
홍마반점0410,2013,10,,10,2012,6,,6,2011,1,0,1
백스비빔밥,2013,2,3,5,2012,1,1,2,2011,0,0,0
대한국밥,2013,4,0,4,2012,,,,2011,,,
해물떡찜0410,2013,4,,4,2012,9,,9,2011,12,0,12
카레왕플러스,2013,2,1,3,2012,2,1,3,2011,2,0,2
최강집,2012,2,1,3,2011,3,1,4,2010,4,1,5
빽다방,2013,2,,2,2012,1,,1,2011,1,0,1
성성식당,2013,1,1,2,2012,0,1,1,2011,0,1,1
절구미집,2013,1,1,2,2012,0,1,1,2011,0,1,1
마카오반점0410,2013,0,1,1,2012,2,1,3,2011,2,1,3
한국본갈비,2013,0,1,1,2012,0,1,1,2011,0,1,1
행복분식,2013,,1,1,2012,0,0,0,2011,1,0,1
알파구이,2013,1,0,1,2012,2,0,2,2011,3,1,4
씨베리안치킨,2013,0,1,1,2012,0,1,1,2011,0,1,1
가맹점 변동사항,년도,신규,계약종료,계약해지,명의이전,년도,신규,계약종료,계약해지,명의이전,년도,신규,계약종료,계약해지,명의이전
새마을식당,2013,24,0,5,11,2012,19,2,10,6,2011,34,0,2,4
홍콩반점0410,2013,22,,11,7,2012,19,0,10,6,2011,28,0,1,8
한신포차,2013,22,0,1,0,2012,15,0,0,2,2011,14,0,0,2
본가,2014,,,,,2013,,,,,2012,,,,
백종원의원조쌈밥,2013,6,0,2,0,2012,11,0,6,0,2011,4,0,0,0
미정국수0410,2013,3,0,1,0,2012,4,0,1,0,2011,5,0,1,0
역전우동0410,2013,6,0,0,0,2012,2,0,0,0,2011,0,0,0,0
홍마반점0410,2013,5,,1,,2012,5,,,,2011,0,0,0,0
백스비빔밥,2013,1,0,0,0,2012,1,0,0,0,2011,0,0,0,0
대한국밥,2013,4,0,0,0,2012,0,0,0,0,2011,,,,
해물떡찜0410,2013,,,5,,2012,,,3,,2011,0,0,15,0
카레왕플러스,2013,0,0,0,0,2012,0,0,0,0,2011,2,0,0,0
최강집,2012,1,0,2,0,2011,1,0,2,1,2010,4,0,0,4
빽다방,2013,1,,,,2012,,,,,2011,0,0,0,0
성성식당,2013,1,0,0,0,2012,0,0,0,0,2011,0,0,0,0
절구미집,2013,1,0,0,0,2012,0,0,0,0,2011,0,0,0,0
마카오반점0410,2013,0,0,2,0,2012,,,,1,2011,2,0,1,1
한국본갈비,2013,0,0,0,0,2012,0,0,0,0,2011,0,0,0,0
행복분식,2013,,,,,2012,,,1,,2011,0,0,0,0
알파구이,2013,0,0,1,0,2012,0,0,1,0,2011,1,0,0,1
씨베리안치킨,2013,0,0,0,0,2012,0,0,0,0,2011,0,0,0,0
지역별,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액
새마을식당,서울,76,"819,024",부산,6,"548,917",대구,1,,인천,11,"843,598",광주,7,"588,157",대전,7,"516,309",울산,4,,경기,53,"697,757",강원,2,,충북,4,,충남,7,"721,978",전북,4,,전남,5,,경북,3,,경남,5,"793,552",제주,,,전체,195,"728,244"
홍콩반점0410,서울,40,"669,272",부산,16,"726,922",대구,3,,인천,3,,광주,3,,대전,2,,울산,1,,경기,25,"615,386",강원,1,,충북,,,충남,2,,전북,1,,전남,,,경북,1,,경남,,,제주,,,전체,98,"641,226"
한신포차,서울,17,"1,399,992",부산,4,,대구,1,,인천,6,"1,466,805",광주,3,,대전,1,,울산,1,,경기,18,"1,326,914",강원,1,,충북,2,,충남,2,,전북,1,,전남,2,,경북,1,,경남,3,,제주,0,,전체,63,"1,167,019"
본가,서울,,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,,
백종원의원조쌈밥,서울,7,"795,700",부산,,,대구,,,인천,5,"392,031",광주,,,대전,1,,울산,,,경기,12,"465,208",강원,2,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,1,,제주,,,전체,28,"550,784"
미정국수0410,서울,10,"392,658",부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,5,"5,439,213",강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,15,"409,285"
역전우동0410,서울,6,"233,966",부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,2,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,8,"233,966"
홍마반점0410,서울,7,"462,323",부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,3,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,10,"600,942"
백스비빔밥,서울,1,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,1,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,2,
대한국밥,서울,4,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,4,
해물떡찜0410,서울,1,,부산,,,대구,,,인천,1,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,1,,충남,,,전북,,,전남,,,경북,,,경남,1,,제주,,,전체,4,
카레왕플러스,서울,,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,2,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,2,
최강집,서울,2,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,2,
빽다방,서울,2,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,2,
성성식당,서울,,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,,
절구미집,서울,,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,,
마카오반점0410,서울,,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,,
한국본갈비,서울,1,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,1,
행복분식,서울,,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,,
알파구이,서울,1,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,1,
씨베리안치킨,서울,,,부산,,,대구,,,인천,,,광주,,,대전,,,울산,,,경기,,,강원,,,충북,,,충남,,,전북,,,전남,,,경북,,,경남,,,제주,,,전체,,
부담금,가입비(가맹비),교육비,보증금,기타비용,계
새마을식당,"20,460",,"8,000","140,228","168,688"
홍콩반점0410,"19,800",,"5,000","120,329","145,129"
한신포차,"36,960",,"8,000","191,090","236,050"
본가,"13,750",0,0,"89,280","103,030"
백종원의원조쌈밥,"20,460",,"5,000","163,543","189,003"
